"Product UID","Name","Price","Discounted Price","Meal Time","Meal Type","Goal","Category","Subcategory","Display in alacart","status","Description"
"MBMCCOM1","MB.VEG SANDWICH AND MB.VEG ROLL","300","280","LD","Veg","Muscle Building","MEDIUM CALORIE MEALS","VEG MEDIUM CALORIE MEALS","Yes","Active","whole wheat bread stuffed with exotic veggies and a nutritious wrap"
"MBMCCOM2","MB.VEG SANDWICH AND SOUP","300","280","LD","Veg","Muscle Building","MEDIUM CALORIE MEALS","VEG MEDIUM CALORIE MEALS","Yes","Active","whole wheat bread sandwich served with tasty and healthy soup"
"MBMCCOM3","MB.VEG CILANTRO MEAL","300","280","LD","Veg","Muscle Building","MEDIUM CALORIE MEALS","VEG MEDIUM CALORIE MEALS","Yes","Active","brown/white rice served with veggies and delicious cilantro curry"
"MBMCCOM4","MB.VEG PERI PERI MEAL","300","280","LD","Veg","Muscle Building","MEDIUM CALORIE MEALS","VEG MEDIUM CALORIE MEALS","Yes","Active","brown/white rice served with veggies and delicious peri peri sauce"
"MBMCCOM5","MB.VEG PESTO MEAL","300","280","LD","Veg","Muscle Building","MEDIUM CALORIE MEALS","VEG MEDIUM CALORIE MEALS","Yes","Active","brown/white rice served with veggies and delicious pesto sauce"
"MBMCCOM6","MB VEG THAI CURRY MEAL","300","280","LD","Veg","Muscle Building","MEDIUM CALORIE MEALS","VEG MEDIUM CALORIE MEALS","Yes","Active","flavoured rice served with thai curry loaded with veggies"
"MBMCCOM7","MB. VEGAN SANDWICH AND VEG ROLL","300","280","LD","Vegan","Muscle Building","MEDIUM CALORIE MEALS","VEGAN MEDIUM CALORIE MEALS","Yes","Active","whole wheat bread stuffed with exotic veggies and a nutritious wrap"
"MBMCCOM8","MB.VEGAN SANDWICH AND SOUP","300","280","LD","Vegan","Muscle Building","MEDIUM CALORIE MEALS","VEGAN MEDIUM CALORIE MEALS","Yes","Active","whole wheat bread sandwich served with tasty and healthy soup"
"MBMCCOM9","MB.VEGAN CILANTRO MEAL","300","280","LD","Vegan","Muscle Building","MEDIUM CALORIE MEALS","VEGAN MEDIUM CALORIE MEALS","Yes","Active","brown/white rice served with veggies and delicious cilantro curry"
"MBMCCOM10","MB.VEGAN PERI PERI MEAL","300","280","LD","Vegan","Muscle Building","MEDIUM CALORIE MEALS","VEGAN MEDIUM CALORIE MEALS","Yes","Active","brown/white rice served with veggies and delicious peri peri sauce"
"MBMCCOM11","MB.VEGAN PESTO MEAL","300","280","LD","Vegan","Muscle Building","MEDIUM CALORIE MEALS","VEGAN MEDIUM CALORIE MEALS","Yes","Active","brown/white rice served with veggies and delicious pesto sauce"
"MBMCCOM12","MB.VEGAN THAI CURRY MEAL","300","280","LD","Vegan","Muscle Building","MEDIUM CALORIE MEALS","VEGAN MEDIUM CALORIE MEALS","Yes","Active","flavoured rice served with thai curry loaded with veggies"
"MBMCCOM13","MBGF SANDWICH AND BESAN CHILLA ROLL","300","280","LD","Gluten Free","Muscle Building","MEDIUM CALORIE MEALS","GLUTEN FREE MEDIUM CALORIE MEALS","Yes","Active","Glutenfree bread stuffed with exotic veggies and a nutritious wrap"
"MBMCCOM14","MBGF SANDWICH AND SOUP","300","280","LD","Gluten Free","Muscle Building","MEDIUM CALORIE MEALS","GLUTEN FREE MEDIUM CALORIE MEALS","Yes","Active","Glutenfree bread sandwich served with tasty and healthy soup"
"MBMCCOM15","MBGF CILANTRO MEAL","300","280","LD","Gluten Free","Muscle Building","MEDIUM CALORIE MEALS","GLUTEN FREE MEDIUM CALORIE MEALS","Yes","Active","brown/white rice served with veggies and delicious cilantro curry"
"MBMCCOM16","MBGF PERI PERI MEAL","300","280","LD","Gluten Free","Muscle Building","MEDIUM CALORIE MEALS","GLUTEN FREE MEDIUM CALORIE MEALS","Yes","Active","brown/white rice served with veggies and delicious peri peri sauce"
"MBMCCOM17","MBGF PESTO MEAL","300","280","LD","Gluten Free","Muscle Building","MEDIUM CALORIE MEALS","GLUTEN FREE MEDIUM CALORIE MEALS","Yes","Active","brown/white rice served with veggies and delicious pesto sauce"
"MBMCCOM18","MBGF THAI CURRY MEAL","300","280","LD","Gluten Free","Muscle Building","MEDIUM CALORIE MEALS","GLUTEN FREE MEDIUM CALORIE MEALS","Yes","Active","flavoured rice served with thai curry loaded with veggies"
"MBMCCOM19","MBCHICKEN SANDWICH AND MBCHICKEN ROLL","350","300","LD","Chicken","Muscle Building","MEDIUM CALORIE MEALS","CHICKEN MEDIUM CALORIE MEALS","Yes","Active","smoked ch sandwich served with ch wrap is a complete scrumptious meal"
"MBMCCOM20","MBCHICKEN SANDWICH AND SOUP","350","300","LD","Chicken","Muscle Building","MEDIUM CALORIE MEALS","CHICKEN MEDIUM CALORIE MEALS","Yes","Active","ch alfredo sandwich served with tasty and healthy soup"
"MBMCCOM21","MBCHICKEN CILANTRO MEAL","350","300","LD","Chicken","Muscle Building","MEDIUM CALORIE MEALS","CHICKEN MEDIUM CALORIE MEALS","Yes","Active","chicken brown/white rice served with veggies and delicious cilantro curry"
"MBMCCOM22","MBCHICKEN PEPPER STEAK","350","300","LD","Chicken","Muscle Building","MEDIUM CALORIE MEALS","CHICKEN MEDIUM CALORIE MEALS","Yes","Active","chicken brown/white rice served with veggies and delicious brown sauce"
"MBMCCOM23","MBCHICKEN PERI PERI MEAL","350","300","LD","Chicken","Muscle Building","MEDIUM CALORIE MEALS","CHICKEN MEDIUM CALORIE MEALS","Yes","Active","chicken brown/white rice served with veggies and delicious peri peri sauce"
"MBMCCOM24","MBCHICKEN PESTO MEAL","350","300","LD","Chicken","Muscle Building","MEDIUM CALORIE MEALS","CHICKEN MEDIUM CALORIE MEALS","Yes","Active","chicken flavoured rice served with pesto sauce oaded with veggies"
"MBMCCOM25","MBCHICKEN THAI CURRY MEAL","350","300","LD","Chicken","Muscle Building","MEDIUM CALORIE MEALS","CHICKEN MEDIUM CALORIE MEALS","Yes","Active","chicken flavoured rice served with thai curry loaded with veggies"
"MBMCCOM26","MBFISH/PRAWNS SANDWICH AND MBFISH/PRAWNS ROLL","400","350","LD","Pescatarian","Muscle Building","MEDIUM CALORIE MEALS","PESCATARIAN MEDIUM CALORIE MEALS","Yes","Active","fish/prawns whole wheat loaf stuffed with exotic veggies and a nutritious wrap"
"MBMCCOM27","MBFISH/PRAWNS SANDWICH AND SOUP","400","350","LD","Pescatarian","Muscle Building","MEDIUM CALORIE MEALS","PESCATARIAN MEDIUM CALORIE MEALS","Yes","Active","fish/prawns alfredo sandwich served with tasty and healthy soup"
"MBMCCOM28","MBFISH/PRAWNS CILANTRO MEAL","400","350","LD","Pescatarian","Muscle Building","MEDIUM CALORIE MEALS","PESCATARIAN MEDIUM CALORIE MEALS","Yes","Active","fish/prawns brown/white rice served with veggies and delicious cilantro curry"
"MBMCCOM29","MBFISH/PRAWNS PEPPER STEAK","400","350","LD","Pescatarian","Muscle Building","MEDIUM CALORIE MEALS","PESCATARIAN MEDIUM CALORIE MEALS","Yes","Active","fish/prawns brown/white rice served with veggies and delicious brown sauce"
"MBMCCOM30","MBFISH/PRAWNS PERI PERI MEAL","400","350","LD","Pescatarian","Muscle Building","MEDIUM CALORIE MEALS","PESCATARIAN MEDIUM CALORIE MEALS","Yes","Active","fish/prawns brown/white rice served with veggies and delicious peri peri sauce"
"MBMCCOM31","MBFISH/PRAWNS PESTO MEAL","400","350","LD","Pescatarian","Muscle Building","MEDIUM CALORIE MEALS","PESCATARIAN MEDIUM CALORIE MEALS","Yes","Active","fish/prawns flavoured rice served with pesto sauce oaded with veggies"
"MBMCCOM32","MBFISH/PRAWNS THAI CURRY MEAL","400","350","LD","Pescatarian","Muscle Building","MEDIUM CALORIE MEALS","PESCATARIAN MEDIUM CALORIE MEALS","Yes","Active","fish/prawns flavoured rice served with thai curry loaded with veggies"
"MBMCCOM33","MB EGG SANDWICH WITH MB EGG ROLL","300","280","LDS","Eagen","Muscle Building","MEDIUM CALORIE MEALS","EGG MEDIUM CALORIE MEALS","Yes","Active","whole wheat bread stuffed with eggs, exotic veggies and a nutritious wrap"
"MBMCCOM34","MB EGG SANDWICH AND SOUP","300","280","LDS","Eagen","Muscle Building","MEDIUM CALORIE MEALS","EGG MEDIUM CALORIE MEALS","Yes","Active","whole wheat bread egg sandwich served with tasty and healthy soup"
"MBMCCOM35","MB EGG SANDWICH AND VEGAN SALAD","300","280","LDS","Eagen","Muscle Building","MEDIUM CALORIE MEALS","EGG MEDIUM CALORIE MEALS","Yes","Active","whole wheat bread egg sandwich served with tasty and healthy sa;ad"
"MBMCCOM36","MB EGG THAI CURRY MEAL","300","280","LDS","Eagen","Muscle Building","MEDIUM CALORIE MEALS","EGG MEDIUM CALORIE MEALS","Yes","Active","brown/white rice served with veggies and delicious thai curry"
"MBMCCOM37","MB EGG CILANTRO MEAL","300","280","LDS","Eagen","Muscle Building","MEDIUM CALORIE MEALS","EGG MEDIUM CALORIE MEALS","Yes","Active","brown/white rice served with veggies and delicious cilantro sauce"
"MBMCCOM38","MB EGG PERI PERI MEAL","300","280","LDS","Eagen","Muscle Building","MEDIUM CALORIE MEALS","EGG MEDIUM CALORIE MEALS","Yes","Active","flavoured rice served with veggies and peri peri meal"
"MBMCCOM39","MB EGG PESTO MEAL","300","280","LDS","Eagen","Muscle Building","MEDIUM CALORIE MEALS","EGG MEDIUM CALORIE MEALS","Yes","Active","flavoured rice served with veggies and pesto meal"
"MBMCCOM40","DF EGG SANDWICH WITH DF EGG ROLL","300","280","LDS","Eagen","Muscle Building","MEDIUM CALORIE MEALS","EGG MEDIUM CALORIE MEALS","Yes","Active","whole wheat bread stuffed with eggs, exotic veggies and a nutritious wrap"
"MBMCCOM41","DF EGG SANDWICH AND SOUP","300","280","LDS","Eagen","Muscle Building","MEDIUM CALORIE MEALS","EGG MEDIUM CALORIE MEALS","Yes","Active","whole wheat bread egg sandwich served with tasty and healthy soup"
"MBMCCOM42","DF EGG SANDWICH AND VEGAN SALAD","300","280","LDS","Eagen","Muscle Building","MEDIUM CALORIE MEALS","EGG MEDIUM CALORIE MEALS","Yes","Active","whole wheat bread egg sandwich served with tasty and healthy sa;ad"
"MBMCCOM43","DF EGG THAI CURRY MEAL","300","280","LDS","Eagen","Muscle Building","MEDIUM CALORIE MEALS","EGG MEDIUM CALORIE MEALS","Yes","Active","brown/white rice served with veggies and delicious thai curry"
"MBSOUP1","MB VEG CLEAR SOUP","120","100","LSD","Veg","Muscle Building","SOUPS","VEG SOUP","Yes","Active","Delicious soup with veggies and italian seasonings perfect for a healthy meal"
"MBSOUP2","MB VEG SPINACH CORN SOUP","120","100","LSD","Veg","Muscle Building","SOUPS","VEG SOUP","Yes","Active","Soup prepared with fresh spinach puree tempered with garlic and olive oil, with no colour, preservative or thickener"
"MBSOUP3","MB VEG PUMPKIN SOUP","120","100","LSD","Veg","Muscle Building","SOUPS","VEG SOUP","Yes","Active","Soup prepared with fresh pumpkin puree tempered with garlic and olive oil, with no colour, preservative or thickener"
"MBSOUP4","MB VEG BROCCOLI SOUP","120","100","LSD","Veg","Muscle Building","SOUPS","VEG SOUP","Yes","Active","Soup prepared with fresh broccoli puree tempered with garlic and olive oil, with no colour, preservative or thickener"
"MBSOUP5","MB VEG TOMATO SOUP","120","100","LSD","Veg","Muscle Building","SOUPS","VEG SOUP","Yes","Active","Soup prepared with fresh tomato puree tempered with garlic and olive oil, with no colour, preservative or thickener"
"MBSOUP6","MB VEG LEMON CORIANDER SOUP","120","100","LSD","Veg","Muscle Building","SOUPS","VEG SOUP","Yes","Active","Soup prepared with fresh chopped veggies tempered with garlic and olive oil, with no colour, preservative or thickener"
"MBSOUP7","MB VEG MUSHROOM SOUP","120","100","LSD","Veg","Muscle Building","SOUPS","VEG SOUP","Yes","Active","Soup prepared with fresh mushroom puree tempered with garlic and olive oil, with no colour, preservative or thickener"
"MBSOUP8","MB DAL SHORBA","120","100","LSD","Veg","Muscle Building","SOUPS","VEG SOUP","Yes","Active","Soup prepared with fresh dal tempered with garlic and olive oil, with no colour, preservative or thickener"
"MBSOUP9","MB CHICKEN CLEAR SOUP","150","120","LSD","Chicken","Muscle Building","SOUPS","CHICKEN SOUP","Yes","Active","Delicious soup with chicken and italian seasonings perfect for a healthy meal"
"MBSOUP10","MB CHICKEN SPINACH CORN SOUP","150","120","LSD","Chicken","Muscle Building","SOUPS","CHICKEN SOUP","Yes","Active","Soup prepared with chicken pieces fresh spinach puree tempered with garlic and olive oil, with no colour, preservative or thickener"
"MBSOUP11","MB CHICKEN PUMPKIN SOUP","150","120","LSD","Chicken","Muscle Building","SOUPS","CHICKEN SOUP","Yes","Active","Soup prepared with chicken pieces ,fresh pumpkin puree tempered with garlic and olive oil, with no colour, preservative or thickener"
"MBSOUP12","MB CHICKEN BROCCOLI SOUP","150","120","LSD","Chicken","Muscle Building","SOUPS","CHICKEN SOUP","Yes","Active","Soup prepared with chicken pieces ,fresh broccoli puree tempered with garlic and olive oil, with no colour, preservative or thickener"
"MBSOUP13","MB CHICKEN TOMATO SOUP","150","120","LSD","Chicken","Muscle Building","SOUPS","CHICKEN SOUP","Yes","Active","Soup prepared with chicken pieces, fresh tomato puree tempered with garlic and olive oil, with no colour, preservative or thickener"
"MBSOUP14","MB CHICKEN LEMON CORIANDER SOUP","150","120","LSD","Chicken","Muscle Building","SOUPS","CHICKEN SOUP","Yes","Active","Soup prepared with chicken pieces ,fresh chopped veggies tempered with garlic and olive oil, with no colour, preservative or thickener"
"MBSOUP15","MB CHICKEN MUSHROOM SOUP","150","120","LSD","Chicken","Muscle Building","SOUPS","CHICKEN SOUP","Yes","Active","Soup prepared with chicken pieces, fresh mushroom puree tempered with garlic and olive oil, with no colour, preservative or thickener"
"MBSOUP16","MB CHICKEN DAL SHORBA","150","120","LSD","Chicken","Muscle Building","SOUPS","CHICKEN SOUP","Yes","Active","Soup prepared with chicken pieces, fresh dal tempered with garlic and olive oil, with no colour, preservative or thickener"
"MBSOUP17","MB EGGS CLEAR SOUP","150","120","LSD","Eagen","Muscle Building","SOUPS","EGG SOUP","Yes","Active","Delicious soup with fish/prawns and italian seasonings perfect for a healthy meal"
"MBSOUP18","MB EGGS SPINACH CORN SOUP","150","120","LSD","Eagen","Muscle Building","SOUPS","EGG SOUP","Yes","Active","Soup prepared with fish/prawns pieces fresh spinach puree tempered with garlic and olive oil, with no colour, preservative or thickener"
"MBSOUP19","MB EGGS PUMPKIN SOUP","150","120","LSD","Eagen","Muscle Building","SOUPS","EGG SOUP","Yes","Active","Soup prepared with fish/prawns pieces ,fresh pumpkin puree tempered with garlic and olive oil, with no colour, preservative or thickener"
"MBSOUP20","MB EGGS BROCCOLI SOUP","150","120","LSD","Eagen","Muscle Building","SOUPS","EGG SOUP","Yes","Active","Soup prepared with fish/prawns pieces ,fresh broccoli puree tempered with garlic and olive oil, with no colour, preservative or thickener"
"MBSOUP21","MB EGGS TOMATO SOUP","150","120","LSD","Eagen","Muscle Building","SOUPS","EGG SOUP","Yes","Active","Soup prepared with fish/prawns pieces, fresh tomato puree tempered with garlic and olive oil, with no colour, preservative or thickener"
"MBSOUP22","MB EGGS LEMON CORIANDER SOUP","150","120","LSD","Eagen","Muscle Building","SOUPS","EGG SOUP","Yes","Active","Soup prepared with fish/prawns pieces ,fresh chopped veggies tempered with garlic and olive oil, with no colour, preservative or thickener"
"MBSOUP23","MB EGGS MUSHROOM SOUP","150","120","LSD","Eagen","Muscle Building","SOUPS","EGG SOUP","Yes","Active","Soup prepared with fish/prawns pieces, fresh mushroom puree tempered with garlic and olive oil, with no colour, preservative or thickener"
"MBSOUP24","MB EGGS DAL SHORBA","150","120","LSD","Eagen","Muscle Building","SOUPS","EGG SOUP","Yes","Active","Soup prepared with fish/prawns pieces, fresh dal tempered with garlic and olive oil, with no colour, preservative or thickener"
"MBSOUP25","MB FISH/PRAWNS CLEAR SOUP","200","170","LSD","Pescatarian","Muscle Building","SOUPS","PESCATARIAN SOUP","Yes","Active","Delicious soup with veggies and italian seasonings perfect for a healthy meal"
"MBSOUP26","MB FISH/PRAWNS SPINACH CORN SOUP","200","170","LSD","Pescatarian","Muscle Building","SOUPS","PESCATARIAN SOUP","Yes","Active","Soup prepared with fresh spinach puree tempered with garlic and olive oil, with no colour, preservative or thickener"
"MBSOUP27","MB FISH/PRAWNS PUMPKIN SOUP","200","170","LSD","Pescatarian","Muscle Building","SOUPS","PESCATARIAN SOUP","Yes","Active","Soup prepared with fresh pumpkin puree tempered with garlic and olive oil, with no colour, preservative or thickener"
"MBSOUP28","MB FISH/PRAWNS BROCCOLI SOUP","200","170","LSD","Pescatarian","Muscle Building","SOUPS","PESCATARIAN SOUP","Yes","Active","Soup prepared with fresh broccoli puree tempered with garlic and olive oil, with no colour, preservative or thickener"
"MBSOUP29","MB FISH/PRAWNS TOMATO SOUP","200","170","LSD","Pescatarian","Muscle Building","SOUPS","PESCATARIAN SOUP","Yes","Active","Soup prepared with fresh tomato puree tempered with garlic and olive oil, with no colour, preservative or thickener"
"MBSOUP30","MB FISH/PRAWNS LEMON CORIANDER SOUP","200","170","LSD","Pescatarian","Muscle Building","SOUPS","PESCATARIAN SOUP","Yes","Active","Soup prepared with fresh chopped veggies tempered with garlic and olive oil, with no colour, preservative or thickener"
"MBSOUP31","MB FISH/PRAWNS MUSHROOM SOUP","200","170","LSD","Pescatarian","Muscle Building","SOUPS","PESCATARIAN SOUP","Yes","Active","Soup prepared with fresh mushroom puree tempered with garlic and olive oil, with no colour, preservative or thickener"
"MBSOUP32","MB FISH/PRAWNS DAL SHORBA","200","170","LSD","Pescatarian","Muscle Building","SOUPS","PESCATARIAN SOUP","Yes","Active","Soup prepared with fresh dal tempered with garlic and olive oil, with no colour, preservative or thickener"
"MBSOUP33","MB VEGAN CLEAR SOUP","120","100","LSD","Vegan","Muscle Building","SOUPS","VEGAN SOUP","Yes","Active","Delicious soup with egg and italian seasonings perfect for a healthy meal"
"MBSOUP34","MB VEGAN SPINACH CORN SOUP","120","100","LSD","Vegan","Muscle Building","SOUPS","VEGAN SOUP","Yes","Active","Soup prepared with egg pieces fresh spinach puree tempered with garlic and olive oil, with no colour, preservative or thickener"
"MBSOUP35","MB VEGAN PUMPKIN SOUP","120","100","LSD","Vegan","Muscle Building","SOUPS","VEGAN SOUP","Yes","Active","Soup prepared with egg pieces ,fresh pumpkin puree tempered with garlic and olive oil, with no colour, preservative or thickener"
"MBSOUP36","MB VEGAN BROCCOLI SOUP","120","100","LSD","Vegan","Muscle Building","SOUPS","VEGAN SOUP","Yes","Active","Soup prepared with egg pieces ,fresh broccoli puree tempered with garlic and olive oil, with no colour, preservative or thickener"
"MBSOUP37","MB VEGAN TOMATO SOUP","120","100","LSD","Vegan","Muscle Building","SOUPS","VEGAN SOUP","Yes","Active","Soup prepared with egg pieces, fresh tomato puree tempered with garlic and olive oil, with no colour, preservative or thickener"
"MBSOUP38","MB VEGAN LEMON CORIANDER SOUP","120","100","LSD","Vegan","Muscle Building","SOUPS","VEGAN SOUP","Yes","Active","Soup prepared with egg pieces ,fresh chopped veggies tempered with garlic and olive oil, with no colour, preservative or thickener"
"MBSOUP39","MB VEGAN MUSHROOM SOUP","120","100","LSD","Vegan","Muscle Building","SOUPS","VEGAN SOUP","Yes","Active","Soup prepared with egg pieces, fresh mushroom puree tempered with garlic and olive oil, with no colour, preservative or thickener"
